Generation,evals,avg,std,min,max,best_one,fitness_best_one
97,340,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
98,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
99,338,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
100,334,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
101,336,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
102,330,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
103,336,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
104,332,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
105,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
106,330,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
107,340,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
108,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
109,340,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
110,356,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
111,334,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
112,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
113,338,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
114,334,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
115,354,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
116,340,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
117,336,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
118,326,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
119,350,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
120,324,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
121,338,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
122,328,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
123,348,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
124,344,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
125,340,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
126,354,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
127,334,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
128,346,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
129,340,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
130,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
131,344,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
132,336,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
133,312,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
134,336,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
135,328,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
136,322,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
137,346,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
138,336,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
139,350,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
140,330,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
141,330,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
142,336,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
143,344,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
144,334,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
145,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
146,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
147,320,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
148,340,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
149,338,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
150,330,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
151,348,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
152,350,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
153,344,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
154,330,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
155,338,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
156,316,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
157,338,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
158,354,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
159,348,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
160,332,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
161,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
162,348,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
163,338,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
164,336,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
165,340,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
166,332,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
167,340,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
168,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
169,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
170,334,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
171,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
172,324,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
173,336,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
174,328,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
175,356,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
176,354,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
177,320,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
178,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
179,330,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
180,338,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
181,344,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
182,350,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
183,360,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
184,322,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
185,348,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
186,338,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
187,328,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
188,344,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
189,346,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
